Location,Variant,Time,PopTotal
Afghanistan,Medium,2020,38928.341
Afghanistan,Medium,2100,74937.961
Afghanistan,High,2020,38928.341
Afghanistan,High,2100,108985.512
Afghanistan,Low,2020,38928.341
Afghanistan,Low,2100,49302.657
Afghanistan,Constant fertility,2020,38928.341
Afghanistan,Constant fertility,2100,333229.266
Afghanistan,Instant replacement,2020,38928.341
Afghanistan,Instant replacement,2100,62501.612
Afghanistan,Zero migration,2020,38928.341
Afghanistan,Zero migration,2100,83722.266
Afghanistan,Constant mortality,2020,38928.341
Afghanistan,Constant mortality,2100,58288.362
Afghanistan,No change,2020,38928.341
Afghanistan,No change,2100,270695.409
Afghanistan,Momentum,2020,38928.341
Afghanistan,Momentum,2100,63882.117
Afghanistan,Median PI,2020,38928.341
Afghanistan,Median PI,2100,74937.961
Afghanistan,Upper 80 PI,2020,38928.341
Afghanistan,Upper 80 PI,2100,107403.725
Afghanistan,Lower 80 PI,2020,38928.341
Afghanistan,Lower 80 PI,2100,50216.628
Afghanistan,Upper 95 PI,2020,38928.341
Afghanistan,Upper 95 PI,2100,127925.989
Afghanistan,Lower 95 PI,2020,38928.341
Afghanistan,Lower 95 PI,2100,39902.101
Africa,Medium,2020,1340598.113
Africa,Medium,2100,4280127.131
Africa,High,2020,1340598.113
Africa,High,2100,5878418.732
Africa,Low,2020,1340598.113
Africa,Low,2100,3031039.731
Africa,Constant fertility,2020,1340598.113
Africa,Constant fertility,2100,12677030.78
Africa,Instant replacement,2020,1340598.113
Africa,Instant replacement,2100,2258739.526
Africa,Zero migration,2020,1340598.113
Africa,Zero migration,2100,4338859.45
Africa,Constant mortality,2020,1340598.113
Africa,Constant mortality,2100,3324932.197
Africa,No change,2020,1340598.113
Africa,No change,2100,9903404.235
Africa,Momentum,2020,1340598.113
Africa,Momentum,2100,2044530.98
Africa,Median PI,2020,1340598.113
Africa,Median PI,2100,4280127.131
Africa,Upper 80 PI,2020,1340598.113
Africa,Upper 80 PI,2100,4950494.945
Africa,Lower 80 PI,2020,1340598.113
Africa,Lower 80 PI,2100,3706188.177
Africa,Upper 95 PI,2020,1340598.113
Africa,Upper 95 PI,2100,5329577.101
Africa,Lower 95 PI,2020,1340598.113
Africa,Lower 95 PI,2100,3435359.626
African Group,Medium,2020,1338826.591
African Group,Medium,2100,4277091.922
African Union,Medium,2020,1327533.14
African Union,Medium,2100,4227571.623
African Union: Central Africa,Medium,2020,146728.857
African Union: Central Africa,Medium,2100,557777.43
African Union: Eastern Africa,Medium,2020,392563.672
African Union: Eastern Africa,Medium,2100,1238915.884
African Union: Northern Africa,Medium,2020,207032.899
African Union: Northern Africa,Medium,2100,379579.868
African Union: Southern Africa,Medium,2020,184002.188
African Union: Southern Africa,Medium,2100,584572.002
African Union: Western Africa,Medium,2020,397205.524
African Union: Western Africa,Medium,2100,1466726.439
"African, Caribbean and Pacific (ACP) Group of States",Medium,2020,1179679.906
"African, Caribbean and Pacific (ACP) Group of States",Medium,2100,3949868.942
Albania,Medium,2020,2877.8
Albania,Medium,2100,1088.338
Albania,High,2020,2877.8
Albania,High,2100,1934.497
Albania,Low,2020,2877.8
Albania,Low,2100,511.866
Albania,Constant fertility,2020,2877.8
Albania,Constant fertility,2100,1226.647
Albania,Instant replacement,2020,2877.8
Albania,Instant replacement,2100,2164.557
Albania,Zero migration,2020,2877.8
Albania,Zero migration,2100,1967.117
Albania,Constant mortality,2020,2877.8
Albania,Constant mortality,2100,879.17
Albania,No change,2020,2877.8
Albania,No change,2100,1009.579
Albania,Momentum,2020,2877.8
Albania,Momentum,2100,2950.009
Albania,Median PI,2020,2877.8
Albania,Median PI,2100,1088.338
Albania,Upper 80 PI,2020,2877.8
Albania,Upper 80 PI,2100,1557.082
Albania,Lower 80 PI,2020,2877.8
Albania,Lower 80 PI,2100,659.46
Albania,Upper 95 PI,2020,2877.8
Albania,Upper 95 PI,2100,1768.459
Albania,Lower 95 PI,2020,2877.8
Albania,Lower 95 PI,2100,513.702
Algeria,Medium,2020,43851.043
Algeria,Medium,2100,70704.619
Algeria,High,2020,43851.043
Algeria,High,2100,98908.923
Algeria,Low,2020,43851.043
Algeria,Low,2100,48936.348
Algeria,Constant fertility,2020,43851.043
Algeria,Constant fertility,2100,129984.898
Algeria,Instant replacement,2020,43851.043
Algeria,Instant replacement,2100,65920.724
Algeria,Zero migration,2020,43851.043
Algeria,Zero migration,2100,71963.588
Algeria,Constant mortality,2020,43851.043
Algeria,Constant mortality,2100,61815.093
Algeria,No change,2020,43851.043
Algeria,No change,2100,117652.798
Algeria,Momentum,2020,43851.043
Algeria,Momentum,2100,60590.807
Algeria,Median PI,2020,43851.043
Algeria,Median PI,2100,70704.619
Algeria,Upper 80 PI,2020,43851.043
Algeria,Upper 80 PI,2100,91183.412
Algeria,Lower 80 PI,2020,43851.043
Algeria,Lower 80 PI,2100,57528.754
Algeria,Upper 95 PI,2020,43851.043
Algeria,Upper 95 PI,2100,113865.55
Algeria,Lower 95 PI,2020,43851.043
Algeria,Lower 95 PI,2100,50154.434
American Samoa,Medium,2020,55.197
American Samoa,Medium,2100,36.156
American Samoa,High,2020,55.197
American Samoa,High,2100,61.062
American Samoa,Low,2020,55.197
American Samoa,Low,2100,18.038
American Samoa,Constant fertility,2020,55.197
American Samoa,Constant fertility,2100,64.358
American Samoa,Instant replacement,2020,55.197
American Samoa,Instant replacement,2100,34.731
American Samoa,Zero migration,2020,55.197
American Samoa,Zero migration,2100,82.983
American Samoa,Constant mortality,2020,55.197
American Samoa,Constant mortality,2100,30.735
American Samoa,No change,2020,55.197
American Samoa,No change,2100,57.646
American Samoa,Momentum,2020,55.197
American Samoa,Momentum,2100,76.805
American Samoa,Median PI,2020,55.197
American Samoa,Median PI,2100,36.156
American Samoa,Upper 80 PI,2020,55.197
American Samoa,Upper 80 PI,2100,54.807
American Samoa,Lower 80 PI,2020,55.197
American Samoa,Lower 80 PI,2100,22.369
American Samoa,Upper 95 PI,2020,55.197
American Samoa,Upper 95 PI,2100,68.5
American Samoa,Lower 95 PI,2020,55.197
American Samoa,Lower 95 PI,2100,16.068
Andean Community,Medium,2020,113170.819
Andean Community,Medium,2100,126253.234
Andorra,Medium,2020,77.265
Andorra,Medium,2100,62.406
Andorra,High,2020,77.265
Andorra,High,2100,85.953
Andorra,Low,2020,77.265
Andorra,Low,2100,44.271
Andorra,Constant fertility,2020,77.265
Andorra,Constant fertility,2100,53.209
Andorra,Instant replacement,2020,77.265
Andorra,Instant replacement,2100,97.496
Andorra,Zero migration,2020,77.265
Andorra,Zero migration,2100,39.097
Andorra,Constant mortality,2020,77.265
Andorra,Constant mortality,2100,55.291
Andorra,No change,2020,77.265
Andorra,No change,2100,46.206
Andorra,Momentum,2020,77.265
Andorra,Momentum,2100,62.486
Andorra,Median PI,2020,77.265
Andorra,Median PI,2100,62.406
Andorra,Upper 80 PI,2020,77.265
Andorra,Upper 80 PI,2100,72.475
Andorra,Lower 80 PI,2020,77.265
Andorra,Lower 80 PI,2100,49.576
Andorra,Upper 95 PI,2020,77.265
Andorra,Upper 95 PI,2100,77.207
Andorra,Lower 95 PI,2020,77.265
Andorra,Lower 95 PI,2100,43.592
Angola,Medium,2020,32866.268
Angola,Medium,2100,188283.132
Angola,High,2020,32866.268
Angola,High,2100,249857.461
Angola,Low,2020,32866.268
Angola,Low,2100,138608.214
Angola,Constant fertility,2020,32866.268
Angola,Constant fertility,2100,518116.319
Angola,Instant replacement,2020,32866.268
Angola,Instant replacement,2100,60390.221
Angola,Zero migration,2020,32866.268
Angola,Zero migration,2100,188453.627
Angola,Constant mortality,2020,32866.268
Angola,Constant mortality,2100,147644.422
Angola,No change,2020,32866.268
Angola,No change,2100,409652.685
Angola,Momentum,2020,32866.268
Angola,Momentum,2100,53784.645
Angola,Median PI,2020,32866.268
Angola,Median PI,2100,188283.132
Angola,Upper 80 PI,2020,32866.268
Angola,Upper 80 PI,2100,266775.555
Angola,Lower 80 PI,2020,32866.268
Angola,Lower 80 PI,2100,121658.958
Angola,Upper 95 PI,2020,32866.268
Angola,Upper 95 PI,2100,314682.576
Angola,Lower 95 PI,2020,32866.268
Angola,Lower 95 PI,2100,90124.094
Anguilla,Medium,2020,15.002
Anguilla,Medium,2100,13.635
Anguilla,High,2020,15.002
Anguilla,High,2100,20.091
Anguilla,Low,2020,15.002
Anguilla,Low,2100,8.909
Anguilla,Constant fertility,2020,15.002
Anguilla,Constant fertility,2100,14.451
Anguilla,Instant replacement,2020,15.002
Anguilla,Instant replacement,2100,18.669
Anguilla,Zero migration,2020,15.002
Anguilla,Zero migration,2100,13.635
Anguilla,Constant mortality,2020,15.002
Anguilla,Constant mortality,2100,11.869
Anguilla,No change,2020,15.002
Anguilla,No change,2100,12.632
Anguilla,Momentum,2020,15.002
Anguilla,Momentum,2100,16.805
Anguilla,Median PI,2020,15.002
Anguilla,Median PI,2100,13.635
Anguilla,Upper 80 PI,2020,15.002
Anguilla,Upper 80 PI,2100,16.435
Anguilla,Lower 80 PI,2020,15.002
Anguilla,Lower 80 PI,2100,9.927
Anguilla,Upper 95 PI,2020,15.002
Anguilla,Upper 95 PI,2100,17.913
Anguilla,Lower 95 PI,2020,15.002
Anguilla,Lower 95 PI,2100,8.337
Antigua and Barbuda,Medium,2020,97.928
Antigua and Barbuda,Medium,2100,102.048
Antigua and Barbuda,High,2020,97.928
Antigua and Barbuda,High,2100,152.058
Antigua and Barbuda,Low,2020,97.928
Antigua and Barbuda,Low,2100,65.624
Antigua and Barbuda,Constant fertility,2020,97.928
Antigua and Barbuda,Constant fertility,2100,119.049
Antigua and Barbuda,Instant replacement,2020,97.928
Antigua and Barbuda,Instant replacement,2100,124.214
Antigua and Barbuda,Zero migration,2020,97.928
Antigua and Barbuda,Zero migration,2100,102.048
Antigua and Barbuda,Constant mortality,2020,97.928
Antigua and Barbuda,Constant mortality,2100,89.588
Antigua and Barbuda,No change,2020,97.928
Antigua and Barbuda,No change,2100,106.03
Antigua and Barbuda,Momentum,2020,97.928
Antigua and Barbuda,Momentum,2100,112.368
Antigua and Barbuda,Median PI,2020,97.928
Antigua and Barbuda,Median PI,2100,102.048
Antigua and Barbuda,Upper 80 PI,2020,97.928
Antigua and Barbuda,Upper 80 PI,2100,123.812
Antigua and Barbuda,Lower 80 PI,2020,97.928
Antigua and Barbuda,Lower 80 PI,2100,77.525
Antigua and Barbuda,Upper 95 PI,2020,97.928
Antigua and Barbuda,Upper 95 PI,2100,139.23
Antigua and Barbuda,Lower 95 PI,2020,97.928
Antigua and Barbuda,Lower 95 PI,2100,63.82
Argentina,Medium,2020,45195.777
Argentina,Medium,2100,56802.493
Argentina,High,2020,45195.777
Argentina,High,2100,82660.354
Argentina,Low,2020,45195.777
Argentina,Low,2100,37624.352
Argentina,Constant fertility,2020,45195.777
Argentina,Constant fertility,2100,73511.972
Argentina,Instant replacement,2020,45195.777
Argentina,Instant replacement,2100,62259.525
Argentina,Zero migration,2020,45195.777
Argentina,Zero migration,2100,56603.169
Argentina,Constant mortality,2020,45195.777
Argentina,Constant mortality,2100,49639.781
Argentina,No change,2020,45195.777
Argentina,No change,2100,65678.716
Argentina,Momentum,2020,45195.777
Argentina,Momentum,2100,55660.579
Argentina,Median PI,2020,45195.777
Argentina,Median PI,2100,56802.493
Argentina,Upper 80 PI,2020,45195.777
Argentina,Upper 80 PI,2100,71233.705
Argentina,Lower 80 PI,2020,45195.777
Argentina,Lower 80 PI,2100,44031.742
Argentina,Upper 95 PI,2020,45195.777
Argentina,Upper 95 PI,2100,83148.962
Argentina,Lower 95 PI,2020,45195.777
Argentina,Lower 95 PI,2100,37342.752
Armenia,Medium,2020,2963.234
Armenia,Medium,2100,2038.613
Armenia,High,2020,2963.234
Armenia,High,2100,3175.459
Armenia,Low,2020,2963.234
Armenia,Low,2100,1206.529
Armenia,Constant fertility,2020,2963.234
Armenia,Constant fertility,2100,1974.046
Armenia,Instant replacement,2020,2963.234
Armenia,Instant replacement,2100,2783.466
Armenia,Zero migration,2020,2963.234
Armenia,Zero migration,2100,2535.707
Armenia,Constant mortality,2020,2963.234
Armenia,Constant mortality,2100,1738.004
Armenia,No change,2020,2963.234
Armenia,No change,2100,1674.414
Armenia,Momentum,2020,2963.234
Armenia,Momentum,2100,2981.586
Armenia,Median PI,2020,2963.234
Armenia,Median PI,2100,2038.613
Armenia,Upper 80 PI,2020,2963.234
Armenia,Upper 80 PI,2100,2419.581
Armenia,Lower 80 PI,2020,2963.234
Armenia,Lower 80 PI,2100,1689.242
Armenia,Upper 95 PI,2020,2963.234
Armenia,Upper 95 PI,2100,2667.4
Armenia,Lower 95 PI,2020,2963.234
Armenia,Lower 95 PI,2100,1500.642
Aruba,Medium,2020,106.766
Aruba,Medium,2100,102.235
Aruba,High,2020,106.766
Aruba,High,2100,148.549
Aruba,Low,2020,106.766
Aruba,Low,2100,67.45
Aruba,Constant fertility,2020,106.766
Aruba,Constant fertility,2100,107.235
Aruba,Instant replacement,2020,106.766
Aruba,Instant replacement,2100,124.488
Aruba,Zero migration,2020,106.766
Aruba,Zero migration,2100,94.333
Aruba,Constant mortality,2020,106.766
Aruba,Constant mortality,2100,89.767
Aruba,No change,2020,106.766
Aruba,No change,2100,94.602
Aruba,Momentum,2020,106.766
Aruba,Momentum,2100,104.275
Aruba,Median PI,2020,106.766
Aruba,Median PI,2100,102.235
Aruba,Upper 80 PI,2020,106.766
Aruba,Upper 80 PI,2100,118.657
Aruba,Lower 80 PI,2020,106.766
Aruba,Lower 80 PI,2100,88.92
Aruba,Upper 95 PI,2020,106.766
Aruba,Upper 95 PI,2100,129.908
Aruba,Lower 95 PI,2020,106.766
Aruba,Lower 95 PI,2100,81.222
Asia,Medium,2020,4641054.786
Asia,Medium,2100,4719906.92
Asia,High,2020,4641054.786
Asia,High,2100,7027155.991
Asia,Low,2020,4641054.786
Asia,Low,2100,3025760.67
Asia,Constant fertility,2020,4641054.786
Asia,Constant fertility,2100,6869508.127
Asia,Instant replacement,2020,4641054.786
Asia,Instant replacement,2100,5764604.197
Asia,Zero migration,2020,4641054.786
Asia,Zero migration,2100,4897448.908
Asia,Constant mortality,2020,4641054.786
Asia,Constant mortality,2100,3961262.643
Asia,No change,2020,4641054.786
Asia,No change,2100,5859660.5
Asia,Momentum,2020,4641054.786
Asia,Momentum,2100,5347274.745
Asia,Median PI,2020,4641054.786
Asia,Median PI,2100,4719906.92
Asia,Upper 80 PI,2020,4641054.786
Asia,Upper 80 PI,2100,5391690.311
Asia,Lower 80 PI,2020,4641054.786
Asia,Lower 80 PI,2100,4135198.145
Asia,Upper 95 PI,2020,4641054.786
Asia,Upper 95 PI,2100,5825908.413
Asia,Lower 95 PI,2020,4641054.786
Asia,Lower 95 PI,2100,3874019.459
Asia-Pacific Economic Cooperation (APEC),Medium,2020,2972249.482
Asia-Pacific Economic Cooperation (APEC),Medium,2100,2733783.161
Asia-Pacific Group,Medium,2020,4621682.23
Asia-Pacific Group,Medium,2100,4700899.251
Association of Southeast Asian Nations (ASEAN),Medium,2020,667301.412
Association of Southeast Asian Nations (ASEAN),Medium,2100,741842.152
Australia,Medium,2020,25499.881
Australia,Medium,2100,42876.774
Australia,High,2020,25499.881
Australia,High,2100,56912.213
Australia,Low,2020,25499.881
Australia,Low,2100,31870.97
Australia,Constant fertility,2020,25499.881
Australia,Constant fertility,2100,45468.594
Australia,Instant replacement,2020,25499.881
Australia,Instant replacement,2100,52299.139
Australia,Zero migration,2020,25499.881
Australia,Zero migration,2100,23595.978
Australia,Constant mortality,2020,25499.881
Australia,Constant mortality,2100,39126.966
Australia,No change,2020,25499.881
Australia,No change,2100,41659.131
Australia,Momentum,2020,25499.881
Australia,Momentum,2100,27825.458
Australia,Median PI,2020,25499.881
Australia,Median PI,2100,42876.774
Australia,Upper 80 PI,2020,25499.881
Australia,Upper 80 PI,2100,48955.204
Australia,Lower 80 PI,2020,25499.881
Australia,Lower 80 PI,2100,35678.417
Australia,Upper 95 PI,2020,25499.881
Australia,Upper 95 PI,2100,52734.166
Australia,Lower 95 PI,2020,25499.881
Australia,Lower 95 PI,2100,31536.186
Australia/New Zealand,Medium,2020,30322.114
Australia/New Zealand,Medium,2100,48885.124
Australia/New Zealand,High,2020,30322.114
Australia/New Zealand,High,2100,65253.504
Australia/New Zealand,Low,2020,30322.114
Australia/New Zealand,Low,2100,36108.829
Australia/New Zealand,Constant fertility,2020,30322.114
Australia/New Zealand,Constant fertility,2100,52106.505
Australia/New Zealand,Instant replacement,2020,30322.114
Australia/New Zealand,Instant replacement,2100,59762.101
Australia/New Zealand,Zero migration,2020,30322.114
Australia/New Zealand,Zero migration,2100,28109.124
Australia/New Zealand,Constant mortality,2020,30322.114
Australia/New Zealand,Constant mortality,2100,44514.887
Australia/New Zealand,No change,2020,30322.114
Australia/New Zealand,No change,2100,47660.213
Australia/New Zealand,Momentum,2020,30322.114
Australia/New Zealand,Momentum,2100,33076.822
Australia/New Zealand,Median PI,2020,30322.114
Australia/New Zealand,Median PI,2100,48885.124
Australia/New Zealand,Upper 80 PI,2020,30322.114
Australia/New Zealand,Upper 80 PI,2100,55290.257
Australia/New Zealand,Lower 80 PI,2020,30322.114
Australia/New Zealand,Lower 80 PI,2100,41618.378
Australia/New Zealand,Upper 95 PI,2020,30322.114
Australia/New Zealand,Upper 95 PI,2100,59351.291
Australia/New Zealand,Lower 95 PI,2020,30322.114
Australia/New Zealand,Lower 95 PI,2100,37363.302
Austria,Medium,2020,9006.4
Austria,Medium,2100,8676.844
Austria,High,2020,9006.4
Austria,High,2100,12023.513
Austria,Low,2020,9006.4
Austria,Low,2100,6105.65
Austria,Constant fertility,2020,9006.4
Austria,Constant fertility,2100,7798.686
Austria,Instant replacement,2020,9006.4
Austria,Instant replacement,2100,11419.989
Austria,Zero migration,2020,9006.4
Austria,Zero migration,2100,6333.554
Austria,Constant mortality,2020,9006.4
Austria,Constant mortality,2100,7732.011
Austria,No change,2020,9006.4
Austria,No change,2100,6874.081
Austria,Momentum,2020,9006.4
Austria,Momentum,2100,7932.975
Austria,Median PI,2020,9006.4
Austria,Median PI,2100,8676.844
Austria,Upper 80 PI,2020,9006.4
Austria,Upper 80 PI,2100,9722.046
Austria,Lower 80 PI,2020,9006.4
Austria,Lower 80 PI,2100,7636.045
Austria,Upper 95 PI,2020,9006.4
Austria,Upper 95 PI,2100,10389.579
Austria,Lower 95 PI,2020,9006.4
Austria,Lower 95 PI,2100,7020.484
Azerbaijan,Medium,2020,10139.175
Azerbaijan,Medium,2100,9192.141
Azerbaijan,High,2020,10139.175
Azerbaijan,High,2100,14158.372
Azerbaijan,Low,2020,10139.175
Azerbaijan,Low,2100,5702.743
Azerbaijan,Constant fertility,2020,10139.175
Azerbaijan,Constant fertility,2100,11727.04
Azerbaijan,Instant replacement,2020,10139.175
Azerbaijan,Instant replacement,2100,12303.106
Azerbaijan,Zero migration,2020,10139.175
Azerbaijan,Zero migration,2100,9192.141
Azerbaijan,Constant mortality,2020,10139.175
Azerbaijan,Constant mortality,2100,7933.799
Azerbaijan,No change,2020,10139.175
Azerbaijan,No change,2100,10320.093
Azerbaijan,Momentum,2020,10139.175
Azerbaijan,Momentum,2100,11157.279
Azerbaijan,Median PI,2020,10139.175
Azerbaijan,Median PI,2100,9192.141
Azerbaijan,Upper 80 PI,2020,10139.175
Azerbaijan,Upper 80 PI,2100,11562.261
Azerbaijan,Lower 80 PI,2020,10139.175
Azerbaijan,Lower 80 PI,2100,6558.79
Azerbaijan,Upper 95 PI,2020,10139.175
Azerbaijan,Upper 95 PI,2100,13211.891
Azerbaijan,Lower 95 PI,2020,10139.175
Azerbaijan,Lower 95 PI,2100,5361.301
BRIC,Medium,2020,3177822.028
BRIC,Medium,2100,2818844.482
BRICS,Medium,2020,3237130.718
BRICS,Medium,2100,2898035.314
Bahamas,Medium,2020,393.248
Bahamas,Medium,2100,460.116
Bahamas,High,2020,393.248
Bahamas,High,2100,664.894
Bahamas,Low,2020,393.248
Bahamas,Low,2100,308.126
Bahamas,Constant fertility,2020,393.248
Bahamas,Constant fertility,2100,491.641
Bahamas,Instant replacement,2020,393.248
Bahamas,Instant replacement,2100,638.11
Bahamas,Zero migration,2020,393.248
Bahamas,Zero migration,2100,349.627
Bahamas,Constant mortality,2020,393.248
Bahamas,Constant mortality,2100,403.513
Bahamas,No change,2020,393.248
Bahamas,No change,2100,433.14
Bahamas,Momentum,2020,393.248
Bahamas,Momentum,2100,460.269
Bahamas,Median PI,2020,393.248
Bahamas,Median PI,2100,460.116
Bahamas,Upper 80 PI,2020,393.248
Bahamas,Upper 80 PI,2100,553.055
Bahamas,Lower 80 PI,2020,393.248
Bahamas,Lower 80 PI,2100,349.312
Bahamas,Upper 95 PI,2020,393.248
Bahamas,Upper 95 PI,2100,607.463
Bahamas,Lower 95 PI,2020,393.248
Bahamas,Lower 95 PI,2100,299.303
Bahrain,Medium,2020,1701.583
Bahrain,Medium,2100,2251.891
Bahrain,High,2020,1701.583
Bahrain,High,2100,3097.933
Bahrain,Low,2020,1701.583
Bahrain,Low,2100,1626.689
Bahrain,Constant fertility,2020,1701.583
Bahrain,Constant fertility,2100,2791.327
Bahrain,Instant replacement,2020,1701.583
Bahrain,Instant replacement,2100,2898.453
Bahrain,Zero migration,2020,1701.583
Bahrain,Zero migration,2100,1286.853
Bahrain,Constant mortality,2020,1701.583
Bahrain,Constant mortality,2100,1977.103
Bahrain,No change,2020,1701.583
Bahrain,No change,2100,2501.069
Bahrain,Momentum,2020,1701.583
Bahrain,Momentum,2100,1603.292
Bahrain,Median PI,2020,1701.583
Bahrain,Median PI,2100,2251.891
Bahrain,Upper 80 PI,2020,1701.583
Bahrain,Upper 80 PI,2100,2736.465
Bahrain,Lower 80 PI,2020,1701.583
Bahrain,Lower 80 PI,2100,1766.457
Bahrain,Upper 95 PI,2020,1701.583
Bahrain,Upper 95 PI,2100,3008.176
Bahrain,Lower 95 PI,2020,1701.583
Bahrain,Lower 95 PI,2100,1582.404
Bangladesh,Medium,2020,164689.383
Bangladesh,Medium,2100,151393.018
Bangladesh,High,2020,164689.383
Bangladesh,High,2100,242691.824
Bangladesh,Low,2020,164689.383
Bangladesh,Low,2100,88538.725
Bangladesh,Constant fertility,2020,164689.383
Bangladesh,Constant fertility,2100,216835.433
Bangladesh,Instant replacement,2020,164689.383
Bangladesh,Instant replacement,2100,225826.969
Bangladesh,Zero migration,2020,164689.383
Bangladesh,Zero migration,2100,176466.058
Bangladesh,Constant mortality,2020,164689.383
Bangladesh,Constant mortality,2100,119817.822
Bangladesh,No change,2020,164689.383
Bangladesh,No change,2100,178664.837
Bangladesh,Momentum,2020,164689.383
Bangladesh,Momentum,2100,223875.557
Bangladesh,Median PI,2020,164689.383
Bangladesh,Median PI,2100,151393.018
Bangladesh,Upper 80 PI,2020,164689.383
Bangladesh,Upper 80 PI,2100,203526.748
Bangladesh,Lower 80 PI,2020,164689.383
Bangladesh,Lower 80 PI,2100,101689.044
Bangladesh,Upper 95 PI,2020,164689.383
Bangladesh,Upper 95 PI,2100,233432.341
Bangladesh,Lower 95 PI,2020,164689.383
Bangladesh,Lower 95 PI,2100,84051.51
Barbados,Medium,2020,287.371
Barbados,Medium,2100,214.788
Barbados,High,2020,287.371
Barbados,High,2100,320.182
Barbados,Low,2020,287.371
Barbados,Low,2100,137.134
Barbados,Constant fertility,2020,287.371
Barbados,Constant fertility,2100,200.703
Barbados,Instant replacement,2020,287.371
Barbados,Instant replacement,2100,296.467
Barbados,Zero migration,2020,287.371
Barbados,Zero migration,2100,224.346
Barbados,Constant mortality,2020,287.371
Barbados,Constant mortality,2100,188.721
Barbados,No change,2020,287.371
Barbados,No change,2100,175.22
Barbados,Momentum,2020,287.371
Barbados,Momentum,2100,280.887
Barbados,Median PI,2020,287.371
Barbados,Median PI,2100,214.788
Barbados,Upper 80 PI,2020,287.371
Barbados,Upper 80 PI,2100,246.682
Barbados,Lower 80 PI,2020,287.371
Barbados,Lower 80 PI,2100,183.063
Barbados,Upper 95 PI,2020,287.371
Barbados,Upper 95 PI,2100,265.726
Barbados,Lower 95 PI,2020,287.371
Barbados,Lower 95 PI,2100,164.604
Belarus,Medium,2020,9449.321
Belarus,Medium,2100,7429.673
Belarus,High,2020,9449.321
Belarus,High,2100,10809.696
Belarus,Low,2020,9449.321
Belarus,Low,2100,4874.479
Belarus,Constant fertility,2020,9449.321
Belarus,Constant fertility,2100,6992.305
Belarus,Instant replacement,2020,9449.321
Belarus,Instant replacement,2100,9485.284
Belarus,Zero migration,2020,9449.321
Belarus,Zero migration,2100,7065.348
Belarus,Constant mortality,2020,9449.321
Belarus,Constant mortality,2100,6420.335
Belarus,No change,2020,9449.321
Belarus,No change,2100,6000.635
Belarus,Momentum,2020,9449.321
Belarus,Momentum,2100,8057.181
Belarus,Median PI,2020,9449.321
Belarus,Median PI,2100,7429.673
Belarus,Upper 80 PI,2020,9449.321
Belarus,Upper 80 PI,2100,8553.278
Belarus,Lower 80 PI,2020,9449.321
Belarus,Lower 80 PI,2100,6506.672
Belarus,Upper 95 PI,2020,9449.321
Belarus,Upper 95 PI,2100,9281.306
Belarus,Lower 95 PI,2020,9449.321
Belarus,Lower 95 PI,2100,5982.752
Belgium,Medium,2020,11589.616
Belgium,Medium,2100,12492.831
Belgium,High,2020,11589.616
Belgium,High,2100,17370.574
Belgium,Low,2020,11589.616
Belgium,Low,2100,8780.243
Belgium,Constant fertility,2020,11589.616
Belgium,Constant fertility,2100,12103.822
Belgium,Instant replacement,2020,11589.616
Belgium,Instant replacement,2100,15486.917
Belgium,Zero migration,2020,11589.616
Belgium,Zero migration,2100,9480.494
Belgium,Constant mortality,2020,11589.616
Belgium,Constant mortality,2100,11171.664
Belgium,No change,2020,11589.616
Belgium,No change,2100,10791.354
Belgium,Momentum,2020,11589.616
Belgium,Momentum,2100,10980.385
Belgium,Median PI,2020,11589.616
Belgium,Median PI,2100,12492.831
Belgium,Upper 80 PI,2020,11589.616
Belgium,Upper 80 PI,2100,13995.959
Belgium,Lower 80 PI,2020,11589.616
Belgium,Lower 80 PI,2100,11100.763
Belgium,Upper 95 PI,2020,11589.616
Belgium,Upper 95 PI,2100,15004.381
Belgium,Lower 95 PI,2020,11589.616
Belgium,Lower 95 PI,2100,10340.116
Belize,Medium,2020,397.621
Belize,Medium,2100,620.439
Belize,High,2020,397.621
Belize,High,2100,910.276
Belize,Low,2020,397.621
Belize,Low,2100,410.414
Belize,Constant fertility,2020,397.621
Belize,Constant fertility,2100,911.193
Belize,Instant replacement,2020,397.621
Belize,Instant replacement,2100,739.558
Belize,Zero migration,2020,397.621
Belize,Zero migration,2100,542.089
Belize,Constant mortality,2020,397.621
Belize,Constant mortality,2100,539.917
Belize,No change,2020,397.621
Belize,No change,2100,814.163
Belize,Momentum,2020,397.621
Belize,Momentum,2100,584.933
Belize,Median PI,2020,397.621
Belize,Median PI,2100,620.439
Belize,Upper 80 PI,2020,397.621
Belize,Upper 80 PI,2100,787.204
Belize,Lower 80 PI,2020,397.621
Belize,Lower 80 PI,2100,461.461
Belize,Upper 95 PI,2020,397.621
Belize,Upper 95 PI,2100,904.362
Belize,Lower 95 PI,2020,397.621
Belize,Lower 95 PI,2100,401.94
Belt-Road Initiative (BRI),Medium,2020,3403061.795
Belt-Road Initiative (BRI),Medium,2100,6207766.632
Belt-Road Initiative: Africa,Medium,2020,1192659.576
Belt-Road Initiative: Africa,Medium,2100,3686670.733
Belt-Road Initiative: Asia,Medium,2020,1572525.725
Belt-Road Initiative: Asia,Medium,2100,1974612.259
Belt-Road Initiative: Europe,Medium,2020,413895.375
Belt-Road Initiative: Europe,Medium,2100,299023.004
Belt-Road Initiative: Latin America and the Caribbean,Medium,2020,208569.955
