Location,Variant,Time,PopTotal
Russian Federation,Median PI,2100,126142.651
Russian Federation,Upper 80 PI,2020,145934.46
Russian Federation,Upper 80 PI,2100,145918.146
Russian Federation,Lower 80 PI,2020,145934.46
Russian Federation,Lower 80 PI,2100,110642.411
Russian Federation,Upper 95 PI,2020,145934.46
Russian Federation,Upper 95 PI,2100,159339.139
Russian Federation,Lower 95 PI,2020,145934.46
Russian Federation,Lower 95 PI,2100,103321.598
Rwanda,Medium,2020,12952.209
Rwanda,Medium,2100,33412.643
Rwanda,High,2020,12952.209
Rwanda,High,2100,46771.465
Rwanda,Low,2020,12952.209
Rwanda,Low,2100,23153.042
Rwanda,Constant fertility,2020,12952.209
Rwanda,Constant fertility,2100,93913.165
Rwanda,Instant replacement,2020,12952.209
Rwanda,Instant replacement,2100,23008.679
Rwanda,Zero migration,2020,12952.209
Rwanda,Zero migration,2100,34434.78
Rwanda,Constant mortality,2020,12952.209
Rwanda,Constant mortality,2100,27114.342
Rwanda,No change,2020,12952.209
Rwanda,No change,2100,80339.418
Rwanda,Momentum,2020,12952.209
Rwanda,Momentum,2100,20736.467
Rwanda,Median PI,2020,12952.209
Rwanda,Median PI,2100,33412.643
Rwanda,Upper 80 PI,2020,12952.209
Rwanda,Upper 80 PI,2100,44297.569
Rwanda,Lower 80 PI,2020,12952.209
Rwanda,Lower 80 PI,2100,24925.372
Rwanda,Upper 95 PI,2020,12952.209
Rwanda,Upper 95 PI,2100,51428.667
Rwanda,Lower 95 PI,2020,12952.209
Rwanda,Lower 95 PI,2100,21103.674
Réunion,Medium,2020,895.308
Réunion,Medium,2100,901.249
Réunion,High,2020,895.308
Réunion,High,2100,1350.275
Réunion,Low,2020,895.308
Réunion,Low,2100,579.589
Réunion,Constant fertility,2020,895.308
Réunion,Constant fertility,2100,1228.821
Réunion,Instant replacement,2020,895.308
Réunion,Instant replacement,2100,999.081
Réunion,Zero migration,2020,895.308
Réunion,Zero migration,2100,1060.028
Réunion,Constant mortality,2020,895.308
Réunion,Constant mortality,2100,776.016
Réunion,No change,2020,895.308
Réunion,No change,2100,1094.931
Réunion,Momentum,2020,895.308
Réunion,Momentum,2100,1044.592
Réunion,Median PI,2020,895.308
Réunion,Median PI,2100,901.249
Réunion,Upper 80 PI,2020,895.308
Réunion,Upper 80 PI,2100,1121.088
Réunion,Lower 80 PI,2020,895.308
Réunion,Lower 80 PI,2100,687.014
Réunion,Upper 95 PI,2020,895.308
Réunion,Upper 95 PI,2100,1276.906
Réunion,Lower 95 PI,2020,895.308
Réunion,Lower 95 PI,2100,569.38
"SIDS Atlantic, and Indian Ocean, Mediterranean and South China Sea (AIMS)",Medium,2020,16226.846
"SIDS Atlantic, and Indian Ocean, Mediterranean and South China Sea (AIMS)",Medium,2100,22769.962
SIDS Caribbean,Medium,2020,43506.153
SIDS Caribbean,Medium,2100,38805.403
SIDS Pacific,Medium,2020,12343.099
SIDS Pacific,Medium,2100,26023.472
Saint Barthélemy,Medium,2020,9.885
Saint Barthélemy,Medium,2100,10.139
Saint Barthélemy,High,2020,9.885
Saint Barthélemy,High,2100,14.674
Saint Barthélemy,Low,2020,9.885
Saint Barthélemy,Low,2100,6.758
Saint Barthélemy,Constant fertility,2020,9.885
Saint Barthélemy,Constant fertility,2100,11.905
Saint Barthélemy,Instant replacement,2020,9.885
Saint Barthélemy,Instant replacement,2100,12.411
Saint Barthélemy,Zero migration,2020,9.885
Saint Barthélemy,Zero migration,2100,11
Saint Barthélemy,Constant mortality,2020,9.885
Saint Barthélemy,Constant mortality,2100,8.94
Saint Barthélemy,No change,2020,9.885
Saint Barthélemy,No change,2100,10.67
Saint Barthélemy,Momentum,2020,9.885
Saint Barthélemy,Momentum,2100,12.162
Saint Barthélemy,Median PI,2020,9.885
Saint Barthélemy,Median PI,2100,10.139
Saint Barthélemy,Upper 80 PI,2020,9.885
Saint Barthélemy,Upper 80 PI,2100,12.158
Saint Barthélemy,Lower 80 PI,2020,9.885
Saint Barthélemy,Lower 80 PI,2100,7.795
Saint Barthélemy,Upper 95 PI,2020,9.885
Saint Barthélemy,Upper 95 PI,2100,13.512
Saint Barthélemy,Lower 95 PI,2020,9.885
Saint Barthélemy,Lower 95 PI,2100,6.608
Saint Helena,Medium,2020,6.071
Saint Helena,Medium,2100,4.496
Saint Helena,High,2020,6.071
Saint Helena,High,2100,6.605
Saint Helena,Low,2020,6.071
Saint Helena,Low,2100,2.912
Saint Helena,Constant fertility,2020,6.071
Saint Helena,Constant fertility,2100,4.109
Saint Helena,Instant replacement,2020,6.071
Saint Helena,Instant replacement,2100,6.201
Saint Helena,Zero migration,2020,6.071
Saint Helena,Zero migration,2100,4.496
Saint Helena,Constant mortality,2020,6.071
Saint Helena,Constant mortality,2100,3.936
Saint Helena,No change,2020,6.071
Saint Helena,No change,2100,3.577
Saint Helena,Momentum,2020,6.071
Saint Helena,Momentum,2100,5.657
Saint Helena,Median PI,2020,6.071
Saint Helena,Median PI,2100,4.496
Saint Helena,Upper 80 PI,2020,6.071
Saint Helena,Upper 80 PI,2100,5.1
Saint Helena,Lower 80 PI,2020,6.071
Saint Helena,Lower 80 PI,2100,3.9
Saint Helena,Upper 95 PI,2020,6.071
Saint Helena,Upper 95 PI,2100,5.44
Saint Helena,Lower 95 PI,2020,6.071
Saint Helena,Lower 95 PI,2100,3.526
Saint Kitts and Nevis,Medium,2020,53.192
Saint Kitts and Nevis,Medium,2100,43.395
Saint Kitts and Nevis,High,2020,53.192
Saint Kitts and Nevis,High,2100,66.249
Saint Kitts and Nevis,Low,2020,53.192
Saint Kitts and Nevis,Low,2100,26.873
Saint Kitts and Nevis,Constant fertility,2020,53.192
Saint Kitts and Nevis,Constant fertility,2100,45.951
Saint Kitts and Nevis,Instant replacement,2020,53.192
Saint Kitts and Nevis,Instant replacement,2100,64.239
Saint Kitts and Nevis,Zero migration,2020,53.192
Saint Kitts and Nevis,Zero migration,2100,43.643
Saint Kitts and Nevis,Constant mortality,2020,53.192
Saint Kitts and Nevis,Constant mortality,2100,36.644
Saint Kitts and Nevis,No change,2020,53.192
Saint Kitts and Nevis,No change,2100,39.039
Saint Kitts and Nevis,Momentum,2020,53.192
Saint Kitts and Nevis,Momentum,2100,57.441
Saint Kitts and Nevis,Median PI,2020,53.192
Saint Kitts and Nevis,Median PI,2100,43.395
Saint Kitts and Nevis,Upper 80 PI,2020,53.192
Saint Kitts and Nevis,Upper 80 PI,2100,54.41
Saint Kitts and Nevis,Lower 80 PI,2020,53.192
Saint Kitts and Nevis,Lower 80 PI,2100,30.329
Saint Kitts and Nevis,Upper 95 PI,2020,53.192
Saint Kitts and Nevis,Upper 95 PI,2100,59.752
Saint Kitts and Nevis,Lower 95 PI,2020,53.192
Saint Kitts and Nevis,Lower 95 PI,2100,25.23
Saint Lucia,Medium,2020,183.629
Saint Lucia,Medium,2100,122.091
Saint Lucia,High,2020,183.629
Saint Lucia,High,2100,192.936
Saint Lucia,Low,2020,183.629
Saint Lucia,Low,2100,72.756
Saint Lucia,Constant fertility,2020,183.629
Saint Lucia,Constant fertility,2100,120.887
Saint Lucia,Instant replacement,2020,183.629
Saint Lucia,Instant replacement,2100,218.659
Saint Lucia,Zero migration,2020,183.629
Saint Lucia,Zero migration,2100,122.091
Saint Lucia,Constant mortality,2020,183.629
Saint Lucia,Constant mortality,2100,104.981
Saint Lucia,No change,2020,183.629
Saint Lucia,No change,2100,103.505
Saint Lucia,Momentum,2020,183.629
Saint Lucia,Momentum,2100,199.335
Saint Lucia,Median PI,2020,183.629
Saint Lucia,Median PI,2100,122.091
Saint Lucia,Upper 80 PI,2020,183.629
Saint Lucia,Upper 80 PI,2100,160.955
Saint Lucia,Lower 80 PI,2020,183.629
Saint Lucia,Lower 80 PI,2100,86.366
Saint Lucia,Upper 95 PI,2020,183.629
Saint Lucia,Upper 95 PI,2100,178.724
Saint Lucia,Lower 95 PI,2020,183.629
Saint Lucia,Lower 95 PI,2100,72.51
Saint Martin (French part),Medium,2020,38.659
Saint Martin (French part),Medium,2100,60.194
Saint Martin (French part),High,2020,38.659
Saint Martin (French part),High,2100,83.695
Saint Martin (French part),Low,2020,38.659
Saint Martin (French part),Low,2100,42.156
Saint Martin (French part),Constant fertility,2020,38.659
Saint Martin (French part),Constant fertility,2100,90.439
Saint Martin (French part),Instant replacement,2020,38.659
Saint Martin (French part),Instant replacement,2100,53.628
Saint Martin (French part),Zero migration,2020,38.659
Saint Martin (French part),Zero migration,2100,60.194
Saint Martin (French part),Constant mortality,2020,38.659
Saint Martin (French part),Constant mortality,2100,54.196
Saint Martin (French part),No change,2020,38.659
Saint Martin (French part),No change,2100,83.777
Saint Martin (French part),Momentum,2020,38.659
Saint Martin (French part),Momentum,2100,48.437
Saint Martin (French part),Median PI,2020,38.659
Saint Martin (French part),Median PI,2100,60.194
Saint Martin (French part),Upper 80 PI,2020,38.659
Saint Martin (French part),Upper 80 PI,2100,76.998
Saint Martin (French part),Lower 80 PI,2020,38.659
Saint Martin (French part),Lower 80 PI,2100,48.395
Saint Martin (French part),Upper 95 PI,2020,38.659
Saint Martin (French part),Upper 95 PI,2100,87.894
Saint Martin (French part),Lower 95 PI,2020,38.659
Saint Martin (French part),Lower 95 PI,2100,42.514
Saint Pierre and Miquelon,Medium,2020,5.795
Saint Pierre and Miquelon,Medium,2100,3.984
Saint Pierre and Miquelon,High,2020,5.795
Saint Pierre and Miquelon,High,2100,5.908
Saint Pierre and Miquelon,Low,2020,5.795
Saint Pierre and Miquelon,Low,2100,2.597
Saint Pierre and Miquelon,Constant fertility,2020,5.795
Saint Pierre and Miquelon,Constant fertility,2100,3.624
Saint Pierre and Miquelon,Instant replacement,2020,5.795
Saint Pierre and Miquelon,Instant replacement,2100,5.578
Saint Pierre and Miquelon,Zero migration,2020,5.795
Saint Pierre and Miquelon,Zero migration,2100,3.984
Saint Pierre and Miquelon,Constant mortality,2020,5.795
Saint Pierre and Miquelon,Constant mortality,2100,3.493
Saint Pierre and Miquelon,No change,2020,5.795
Saint Pierre and Miquelon,No change,2100,3.12
Saint Pierre and Miquelon,Momentum,2020,5.795
Saint Pierre and Miquelon,Momentum,2100,5.069
Saint Pierre and Miquelon,Median PI,2020,5.795
Saint Pierre and Miquelon,Median PI,2100,3.984
Saint Pierre and Miquelon,Upper 80 PI,2020,5.795
Saint Pierre and Miquelon,Upper 80 PI,2100,4.506
Saint Pierre and Miquelon,Lower 80 PI,2020,5.795
Saint Pierre and Miquelon,Lower 80 PI,2100,3.421
Saint Pierre and Miquelon,Upper 95 PI,2020,5.795
Saint Pierre and Miquelon,Upper 95 PI,2100,4.825
Saint Pierre and Miquelon,Lower 95 PI,2020,5.795
Saint Pierre and Miquelon,Lower 95 PI,2100,3.083
Saint Vincent and the Grenadines,Medium,2020,110.947
Saint Vincent and the Grenadines,Medium,2100,74.618
Saint Vincent and the Grenadines,High,2020,110.947
Saint Vincent and the Grenadines,High,2100,122.501
Saint Vincent and the Grenadines,Low,2020,110.947
Saint Vincent and the Grenadines,Low,2100,41.215
Saint Vincent and the Grenadines,Constant fertility,2020,110.947
Saint Vincent and the Grenadines,Constant fertility,2100,93.851
Saint Vincent and the Grenadines,Instant replacement,2020,110.947
Saint Vincent and the Grenadines,Instant replacement,2100,111.693
Saint Vincent and the Grenadines,Zero migration,2020,110.947
Saint Vincent and the Grenadines,Zero migration,2100,96.716
Saint Vincent and the Grenadines,Constant mortality,2020,110.947
Saint Vincent and the Grenadines,Constant mortality,2100,62.966
Saint Vincent and the Grenadines,No change,2020,110.947
Saint Vincent and the Grenadines,No change,2100,80.902
Saint Vincent and the Grenadines,Momentum,2020,110.947
Saint Vincent and the Grenadines,Momentum,2100,124.73
Saint Vincent and the Grenadines,Median PI,2020,110.947
Saint Vincent and the Grenadines,Median PI,2100,74.618
Saint Vincent and the Grenadines,Upper 80 PI,2020,110.947
Saint Vincent and the Grenadines,Upper 80 PI,2100,98.093
Saint Vincent and the Grenadines,Lower 80 PI,2020,110.947
Saint Vincent and the Grenadines,Lower 80 PI,2100,47.426
Saint Vincent and the Grenadines,Upper 95 PI,2020,110.947
Saint Vincent and the Grenadines,Upper 95 PI,2100,111.734
Saint Vincent and the Grenadines,Lower 95 PI,2020,110.947
Saint Vincent and the Grenadines,Lower 95 PI,2100,37.605
Samoa,Medium,2020,198.41
Samoa,Medium,2100,310.106
Samoa,High,2020,198.41
Samoa,High,2100,453.198
Samoa,Low,2020,198.41
Samoa,Low,2100,198.788
Samoa,Constant fertility,2020,198.41
Samoa,Constant fertility,2100,685.999
Samoa,Instant replacement,2020,198.41
Samoa,Instant replacement,2100,129.333
Samoa,Zero migration,2020,198.41
Samoa,Zero migration,2100,559.103
Samoa,Constant mortality,2020,198.41
Samoa,Constant mortality,2100,271.679
Samoa,No change,2020,198.41
Samoa,No change,2100,631.236
Samoa,Momentum,2020,198.41
Samoa,Momentum,2100,298.495
Samoa,Median PI,2020,198.41
Samoa,Median PI,2100,310.106
Samoa,Upper 80 PI,2020,198.41
Samoa,Upper 80 PI,2100,445.25
Samoa,Lower 80 PI,2020,198.41
Samoa,Lower 80 PI,2100,206.802
Samoa,Upper 95 PI,2020,198.41
Samoa,Upper 95 PI,2100,530.128
Samoa,Lower 95 PI,2020,198.41
Samoa,Lower 95 PI,2100,163.871
San Marino,Medium,2020,33.938
San Marino,Medium,2100,29.693
San Marino,High,2020,33.938
San Marino,High,2100,40.907
San Marino,Low,2020,33.938
San Marino,Low,2100,21.371
San Marino,Constant fertility,2020,33.938
San Marino,Constant fertility,2100,23.821
San Marino,Instant replacement,2020,33.938
San Marino,Instant replacement,2100,43.699
San Marino,Zero migration,2020,33.938
San Marino,Zero migration,2100,18.545
San Marino,Constant mortality,2020,33.938
San Marino,Constant mortality,2100,26.547
San Marino,No change,2020,33.938
San Marino,No change,2100,20.75
San Marino,Momentum,2020,33.938
San Marino,Momentum,2100,27.632
San Marino,Median PI,2020,33.938
San Marino,Median PI,2100,29.693
San Marino,Upper 80 PI,2020,33.938
San Marino,Upper 80 PI,2100,33.351
San Marino,Lower 80 PI,2020,33.938
San Marino,Lower 80 PI,2100,25.239
San Marino,Upper 95 PI,2020,33.938
San Marino,Upper 95 PI,2100,35.166
San Marino,Lower 95 PI,2020,33.938
San Marino,Lower 95 PI,2100,22.502
Sao Tome and Principe,Medium,2020,219.161
Sao Tome and Principe,Medium,2100,708.097
Sao Tome and Principe,High,2020,219.161
Sao Tome and Principe,High,2100,974.995
Sao Tome and Principe,Low,2020,219.161
Sao Tome and Principe,Low,2100,498.538
Sao Tome and Principe,Constant fertility,2020,219.161
Sao Tome and Principe,Constant fertility,2100,1631.726
Sao Tome and Principe,Instant replacement,2020,219.161
Sao Tome and Principe,Instant replacement,2100,317.27
Sao Tome and Principe,Zero migration,2020,219.161
Sao Tome and Principe,Zero migration,2100,840.972
Sao Tome and Principe,Constant mortality,2020,219.161
Sao Tome and Principe,Constant mortality,2100,614.644
Sao Tome and Principe,No change,2020,219.161
Sao Tome and Principe,No change,2100,1464.951
Sao Tome and Principe,Momentum,2020,219.161
Sao Tome and Principe,Momentum,2100,361.883
Sao Tome and Principe,Median PI,2020,219.161
Sao Tome and Principe,Median PI,2100,708.097
Sao Tome and Principe,Upper 80 PI,2020,219.161
Sao Tome and Principe,Upper 80 PI,2100,991.123
Sao Tome and Principe,Lower 80 PI,2020,219.161
Sao Tome and Principe,Lower 80 PI,2100,493.997
Sao Tome and Principe,Upper 95 PI,2020,219.161
Sao Tome and Principe,Upper 95 PI,2100,1165.369
Sao Tome and Principe,Lower 95 PI,2020,219.161
Sao Tome and Principe,Lower 95 PI,2100,398.42
Saudi Arabia,Medium,2020,34813.867
Saudi Arabia,Medium,2100,42231.012
Saudi Arabia,High,2020,34813.867
Saudi Arabia,High,2100,59812.488
Saudi Arabia,Low,2020,34813.867
Saudi Arabia,Low,2100,28879.403
Saudi Arabia,Constant fertility,2020,34813.867
Saudi Arabia,Constant fertility,2100,63700.977
Saudi Arabia,Instant replacement,2020,34813.867
Saudi Arabia,Instant replacement,2100,51824.183
Saudi Arabia,Zero migration,2020,34813.867
Saudi Arabia,Zero migration,2100,36268.493
Saudi Arabia,Constant mortality,2020,34813.867
Saudi Arabia,Constant mortality,2100,36361.501
Saudi Arabia,No change,2020,34813.867
Saudi Arabia,No change,2100,56974.535
Saudi Arabia,Momentum,2020,34813.867
Saudi Arabia,Momentum,2100,40292.043
Saudi Arabia,Median PI,2020,34813.867
Saudi Arabia,Median PI,2100,42231.012
Saudi Arabia,Upper 80 PI,2020,34813.867
Saudi Arabia,Upper 80 PI,2100,53067.646
Saudi Arabia,Lower 80 PI,2020,34813.867
Saudi Arabia,Lower 80 PI,2100,32000.92
Saudi Arabia,Upper 95 PI,2020,34813.867
Saudi Arabia,Upper 95 PI,2100,59491.41
Saudi Arabia,Lower 95 PI,2020,34813.867
Saudi Arabia,Lower 95 PI,2100,28238.833
Senegal,Medium,2020,16743.93
Senegal,Medium,2100,63515.357
Senegal,High,2020,16743.93
Senegal,High,2100,85163.128
Senegal,Low,2020,16743.93
Senegal,Low,2100,46093.431
Senegal,Constant fertility,2020,16743.93
Senegal,Constant fertility,2100,150615.62
Senegal,Instant replacement,2020,16743.93
Senegal,Instant replacement,2100,28877.014
Senegal,Zero migration,2020,16743.93
Senegal,Zero migration,2100,66076.867
Senegal,Constant mortality,2020,16743.93
Senegal,Constant mortality,2100,52803.888
Senegal,No change,2020,16743.93
Senegal,No change,2100,128408.468
Senegal,Momentum,2020,16743.93
Senegal,Momentum,2100,27207.393
Senegal,Median PI,2020,16743.93
Senegal,Median PI,2100,63515.357
Senegal,Upper 80 PI,2020,16743.93
Senegal,Upper 80 PI,2100,86159.972
Senegal,Lower 80 PI,2020,16743.93
Senegal,Lower 80 PI,2100,44905.118
Senegal,Upper 95 PI,2020,16743.93
Senegal,Upper 95 PI,2100,101152.253
Senegal,Lower 95 PI,2020,16743.93
Senegal,Lower 95 PI,2100,37051.843
Serbia,Medium,2020,8737.37
Serbia,Medium,2100,4217.425
Serbia,High,2020,8737.37
Serbia,High,2100,6701.04
Serbia,Low,2020,8737.37
Serbia,Low,2100,2398.487
Serbia,Constant fertility,2020,8737.37
Serbia,Constant fertility,2100,3904.37
Serbia,Instant replacement,2020,8737.37
Serbia,Instant replacement,2100,7198.211
Serbia,Zero migration,2020,8737.37
Serbia,Zero migration,2100,5292.393
Serbia,Constant mortality,2020,8737.37
Serbia,Constant mortality,2100,3526.495
Serbia,No change,2020,8737.37
Serbia,No change,2100,3213.894
Serbia,Momentum,2020,8737.37
Serbia,Momentum,2100,7596.473
Serbia,Median PI,2020,8737.37
Serbia,Median PI,2100,4217.425
Serbia,Upper 80 PI,2020,8737.37
Serbia,Upper 80 PI,2100,5298.545
Serbia,Lower 80 PI,2020,8737.37
Serbia,Lower 80 PI,2100,2880.48
Serbia,Upper 95 PI,2020,8737.37
Serbia,Upper 95 PI,2100,5825.9
Serbia,Lower 95 PI,2020,8737.37
Serbia,Lower 95 PI,2100,2279.534
Seychelles,Medium,2020,98.34
Seychelles,Medium,2100,88.327
Seychelles,High,2020,98.34
Seychelles,High,2100,136.921
Seychelles,Low,2020,98.34
Seychelles,Low,2100,53.418
Seychelles,Constant fertility,2020,98.34
Seychelles,Constant fertility,2100,134.42
Seychelles,Instant replacement,2020,98.34
Seychelles,Instant replacement,2100,94.488
Seychelles,Zero migration,2020,98.34
Seychelles,Zero migration,2100,112.937
Seychelles,Constant mortality,2020,98.34
Seychelles,Constant mortality,2100,75.615
Seychelles,No change,2020,98.34
Seychelles,No change,2100,119.384
Seychelles,Momentum,2020,98.34
Seychelles,Momentum,2100,108.048
Seychelles,Median PI,2020,98.34
Seychelles,Median PI,2100,88.327
Seychelles,Upper 80 PI,2020,98.34
Seychelles,Upper 80 PI,2100,115.133
Seychelles,Lower 80 PI,2020,98.34
Seychelles,Lower 80 PI,2100,67.828
Seychelles,Upper 95 PI,2020,98.34
Seychelles,Upper 95 PI,2100,134.616
Seychelles,Lower 95 PI,2020,98.34
Seychelles,Lower 95 PI,2100,54.917
Shanghai Cooperation Organization (SCO),Medium,2020,3254462.689
Shanghai Cooperation Organization (SCO),Medium,2100,3147766.168
Sierra Leone,Medium,2020,7976.985
Sierra Leone,Medium,2100,16675.197
Sierra Leone,High,2020,7976.985
Sierra Leone,High,2100,24194.108
Sierra Leone,Low,2020,7976.985
Sierra Leone,Low,2100,11037.202
Sierra Leone,Constant fertility,2020,7976.985
Sierra Leone,Constant fertility,2100,57825.195
Sierra Leone,Instant replacement,2020,7976.985
Sierra Leone,Instant replacement,2100,12783.981
Sierra Leone,Zero migration,2020,7976.985
Sierra Leone,Zero migration,2100,17091.099
Sierra Leone,Constant mortality,2020,7976.985
Sierra Leone,Constant mortality,2100,11330.617
Sierra Leone,No change,2020,7976.985
Sierra Leone,No change,2100,39668.086
Sierra Leone,Momentum,2020,7976.985
Sierra Leone,Momentum,2100,11523.524
Sierra Leone,Median PI,2020,7976.985
Sierra Leone,Median PI,2100,16675.197
Sierra Leone,Upper 80 PI,2020,7976.985
Sierra Leone,Upper 80 PI,2100,25046.788
Sierra Leone,Lower 80 PI,2020,7976.985
Sierra Leone,Lower 80 PI,2100,10973.219
Sierra Leone,Upper 95 PI,2020,7976.985
Sierra Leone,Upper 95 PI,2100,30678.484
Sierra Leone,Lower 95 PI,2020,7976.985
Sierra Leone,Lower 95 PI,2100,8765.133
Singapore,Medium,2020,5850.343
Singapore,Medium,2100,5733.477
Singapore,High,2020,5850.343
Singapore,High,2100,7760.926
Singapore,Low,2020,5850.343
Singapore,Low,2100,4215.386
Singapore,Constant fertility,2020,5850.343
Singapore,Constant fertility,2100,5169.044
Singapore,Instant replacement,2020,5850.343
Singapore,Instant replacement,2100,9060.567
Singapore,Zero migration,2020,5850.343
Singapore,Zero migration,2100,2968.927
Singapore,Constant mortality,2020,5850.343
Singapore,Constant mortality,2100,5095.927
Singapore,No change,2020,5850.343
Singapore,No change,2100,4539.493
Singapore,Momentum,2020,5850.343
Singapore,Momentum,2100,5076.785
Singapore,Median PI,2020,5850.343
Singapore,Median PI,2100,5733.477
Singapore,Upper 80 PI,2020,5850.343
Singapore,Upper 80 PI,2100,6589.461
Singapore,Lower 80 PI,2020,5850.343
Singapore,Lower 80 PI,2100,4870.81
Singapore,Upper 95 PI,2020,5850.343
Singapore,Upper 95 PI,2100,7047.81
Singapore,Lower 95 PI,2020,5850.343
Singapore,Lower 95 PI,2100,4396.266
Sint Maarten (Dutch part),Medium,2020,42.882
Sint Maarten (Dutch part),Medium,2100,69.222
Sint Maarten (Dutch part),High,2020,42.882
Sint Maarten (Dutch part),High,2100,95.373
Sint Maarten (Dutch part),Low,2020,42.882
Sint Maarten (Dutch part),Low,2100,49.475
Sint Maarten (Dutch part),Constant fertility,2020,42.882
Sint Maarten (Dutch part),Constant fertility,2100,73.739
Sint Maarten (Dutch part),Instant replacement,2020,42.882
Sint Maarten (Dutch part),Instant replacement,2100,87.321
Sint Maarten (Dutch part),Zero migration,2020,42.882
Sint Maarten (Dutch part),Zero migration,2100,39.083
Sint Maarten (Dutch part),Constant mortality,2020,42.882
Sint Maarten (Dutch part),Constant mortality,2100,62.371
Sint Maarten (Dutch part),No change,2020,42.882
Sint Maarten (Dutch part),No change,2100,66.716
Sint Maarten (Dutch part),Momentum,2020,42.882
Sint Maarten (Dutch part),Momentum,2100,47.363
Sint Maarten (Dutch part),Median PI,2020,42.882
Sint Maarten (Dutch part),Median PI,2100,69.222
Sint Maarten (Dutch part),Upper 80 PI,2020,42.882
Sint Maarten (Dutch part),Upper 80 PI,2100,79.934
Sint Maarten (Dutch part),Lower 80 PI,2020,42.882
Sint Maarten (Dutch part),Lower 80 PI,2100,55.667
Sint Maarten (Dutch part),Upper 95 PI,2020,42.882
Sint Maarten (Dutch part),Upper 95 PI,2100,86.868
Sint Maarten (Dutch part),Lower 95 PI,2020,42.882
Sint Maarten (Dutch part),Lower 95 PI,2100,48.459
Slovakia,Medium,2020,5459.643
Slovakia,Medium,2100,3829.211
Slovakia,High,2020,5459.643
Slovakia,High,2100,5654.721
Slovakia,Low,2020,5459.643
Slovakia,Low,2100,2473.395
Slovakia,Constant fertility,2020,5459.643
Slovakia,Constant fertility,2100,3288.741
Slovakia,Instant replacement,2020,5459.643
Slovakia,Instant replacement,2100,5345.458
Slovakia,Zero migration,2020,5459.643
Slovakia,Zero migration,2100,3717.234
Slovakia,Constant mortality,2020,5459.643
Slovakia,Constant mortality,2100,3323.903
Slovakia,No change,2020,5459.643
Slovakia,No change,2100,2801.452
Slovakia,Momentum,2020,5459.643
Slovakia,Momentum,2100,4685.436
Slovakia,Median PI,2020,5459.643
Slovakia,Median PI,2100,3829.211
Slovakia,Upper 80 PI,2020,5459.643
Slovakia,Upper 80 PI,2100,4407.572
Slovakia,Lower 80 PI,2020,5459.643
Slovakia,Lower 80 PI,2100,3259.671
Slovakia,Upper 95 PI,2020,5459.643
Slovakia,Upper 95 PI,2100,4781.461
Slovakia,Lower 95 PI,2020,5459.643
Slovakia,Lower 95 PI,2100,2941.677
Slovenia,Medium,2020,2078.932
Slovenia,Medium,2100,1676.264
Slovenia,High,2020,2078.932
Slovenia,High,2100,2364.5
Slovenia,Low,2020,2078.932
Slovenia,Low,2100,1152.188
Slovenia,Constant fertility,2020,2078.932
Slovenia,Constant fertility,2100,1525.251
Slovenia,Instant replacement,2020,2078.932
Slovenia,Instant replacement,2100,2162.936
Slovenia,Zero migration,2020,2078.932
Slovenia,Zero migration,2100,1425.439
Slovenia,Constant mortality,2020,2078.932
Slovenia,Constant mortality,2100,1483.004
Slovenia,No change,2020,2078.932
Slovenia,No change,2100,1335.387
Slovenia,Momentum,2020,2078.932
Slovenia,Momentum,2100,1697.604
Slovenia,Median PI,2020,2078.932
Slovenia,Median PI,2100,1676.264
Slovenia,Upper 80 PI,2020,2078.932
Slovenia,Upper 80 PI,2100,1894.586
Slovenia,Lower 80 PI,2020,2078.932
Slovenia,Lower 80 PI,2100,1475.334
Slovenia,Upper 95 PI,2020,2078.932
Slovenia,Upper 95 PI,2100,2026.829
Slovenia,Lower 95 PI,2020,2078.932
Slovenia,Lower 95 PI,2100,1356.28
Small Island Developing States (SIDS),Medium,2020,72076.098
Small Island Developing States (SIDS),Medium,2100,87598.837
Small Island Developing States (SIDS),High,2020,72076.098
Small Island Developing States (SIDS),High,2100,128766.397
Small Island Developing States (SIDS),Low,2020,72076.098
Small Island Developing States (SIDS),Low,2100,57159.496
Small Island Developing States (SIDS),Constant fertility,2020,72076.098
Small Island Developing States (SIDS),Constant fertility,2100,155157.508
Small Island Developing States (SIDS),Instant replacement,2020,72076.098
Small Island Developing States (SIDS),Instant replacement,2100,90121.914
Small Island Developing States (SIDS),Zero migration,2020,72076.098
Small Island Developing States (SIDS),Zero migration,2100,94104.38
Small Island Developing States (SIDS),Constant mortality,2020,72076.098
Small Island Developing States (SIDS),Constant mortality,2100,72981.482
Small Island Developing States (SIDS),No change,2020,72076.098
Small Island Developing States (SIDS),No change,2100,130673.839
Small Island Developing States (SIDS),Momentum,2020,72076.098
Small Island Developing States (SIDS),Momentum,2100,87235.019
Small Island Developing States (SIDS),Median PI,2020,72076.098
Small Island Developing States (SIDS),Median PI,2100,87598.837
Small Island Developing States (SIDS),Upper 80 PI,2020,72076.098
Small Island Developing States (SIDS),Upper 80 PI,2100,100982.58
Small Island Developing States (SIDS),Lower 80 PI,2020,72076.098
Small Island Developing States (SIDS),Lower 80 PI,2100,76173.492
Small Island Developing States (SIDS),Upper 95 PI,2020,72076.098
Small Island Developing States (SIDS),Upper 95 PI,2100,108504.354
Small Island Developing States (SIDS),Lower 95 PI,2020,72076.098
